id,column_1,column_2,column_3,column_4,column_5
2145,B,category_1,35,B',2022-10-07
2146,A,category_7,26,B',2022-10-19
2147,D,category_3,41,B',2020-12-19
2148,D,category_4,85,B',2022-09-01
2149,B,category_3,77,B',2023-02-23
2150,C,category_2,97,C',2022-04-27
2151,C,category_9,15,B',2023-05-06
2152,D,category_2,38,B',2021-09-20
2153,A,category_8,83,C',2023-08-12
2154,D,category_5,94,B',2021-10-17
2155,A,category_9,29,C',2020-01-01
2156,C,category_8,66,C',2022-12-25
2157,C,category_8,85,C',2022-01-26
2158,C,category_9,46,B',2021-07-02
2159,A,category_6,33,B',2021-05-10
2160,B,category_4,92,A',2022-04-06
2161,A,category_8,82,A',2021-06-19
2162,D,category_9,55,B',2021-04-05
2163,A,category_3,18,C',2020-11-04
2164,A,category_7,20,C',2021-03-12
2165,B,category_7,22,C',2020-05-12
2166,A,category_1,83,C',2021-01-04
2167,C,category_8,80,B',2021-06-10
2168,D,category_6,65,C',2021-05-13
2169,B,category_3,82,C',2020-04-03
2170,D,category_1,66,C',2023-07-02
2171,B,category_6,7,B',2023-10-19
2172,A,category_8,33,A',2022-09-25
2173,D,category_7,82,A',2020-04-12
2174,D,category_2,73,A',2021-02-10
2175,D,category_3,56,A',2022-07-26
2176,A,category_9,97,A',2021-06-16
2177,B,category_7,41,C',2021-10-05
2178,B,category_5,79,B',2020-05-12
2179,C,category_1,29,C',2022-07-03
2180,A,category_5,16,A',2023-02-15
2181,D,category_9,92,B',2022-03-27
2182,D,category_7,37,C',2022-10-25
2183,B,category_7,43,A',2023-01-18
2184,D,category_5,32,B',2021-01-27
2185,C,category_4,63,A',2023-09-02
2186,B,category_4,19,B',2021-02-22
2187,C,category_8,90,A',2023-02-16
2188,C,category_4,43,A',2021-09-05
2189,C,category_4,13,C',2021-06-18
2190,C,category_5,33,B',2023-04-14
2191,A,category_1,69,B',2023-09-09
2192,A,category_2,78,A',2022-09-19
2193,B,category_9,26,C',2021-08-24
2194,C,category_2,32,B',2021-10-11
2195,D,category_5,85,A',2023-10-09
2196,C,category_9,38,C',2022-09-12
2197,D,category_1,10,A',2023-02-06
2198,D,category_6,86,A',2022-03-01
2199,D,category_5,89,C',2023-06-08
2200,A,category_1,7,B',2020-01-03
2201,C,category_1,73,B',2023-01-05
2202,A,category_8,27,C',2023-08-03
2203,A,category_3,57,C',2021-04-09
2204,C,category_2,81,A',2021-06-11
2205,C,category_3,36,C',2023-09-05
2206,C,category_5,7,C',2020-10-19
2207,A,category_2,60,A',2020-01-09
2208,B,category_4,55,B',2021-05-08
2209,C,category_3,46,A',2020-04-02
2210,A,category_5,61,C',2023-11-07
2211,C,category_5,51,C',2023-05-22
2212,B,category_5,40,A',2022-03-06
2213,B,category_5,1,B',2023-06-13
2214,B,category_8,75,A',2021-07-13
2215,D,category_1,87,A',2022-11-27
2216,A,category_1,36,B',2023-07-02
2217,D,category_4,33,B',2023-12-02
2218,D,category_3,31,C',2023-06-01
2219,B,category_4,12,B',2021-12-05
2220,D,category_1,2,C',2020-04-07
2221,A,category_4,18,B',2021-05-25
2222,D,category_8,91,C',2022-09-12
2223,D,category_3,84,C',2022-12-13
2224,B,category_4,32,C',2022-10-26
2225,A,category_9,73,B',2022-08-03
2226,B,category_8,20,A',2023-08-13
2227,D,category_3,5,B',2021-07-22
2228,A,category_5,6,A',2020-04-10
2229,D,category_7,21,C',2023-04-06
2230,D,category_2,37,C',2021-10-19
2231,B,category_3,27,A',2022-11-09
2232,B,category_8,98,B',2020-06-02
2233,D,category_6,79,C',2022-05-04
2234,B,category_6,14,C',2020-10-14
2235,C,category_3,61,A',2021-03-01
2236,B,category_3,34,C',2022-03-25
2237,A,category_1,68,A',2021-01-12
2238,B,category_4,63,C',2023-04-24
2239,C,category_5,47,A',2021-07-07
2240,B,category_2,78,A',2022-08-06
2241,D,category_1,45,B',2022-06-18
2242,B,category_5,30,B',2022-10-15
2243,A,category_4,18,B',2021-06-08
2244,D,category_6,92,C',2023-12-22
2245,D,category_2,91,C',2022-01-18
2246,D,category_4,63,B',2023-05-10
2247,C,category_4,53,A',2020-05-10
2248,B,category_3,44,C',2023-05-09
2249,A,category_5,56,C',2023-07-26
2250,B,category_4,16,A',2022-04-09
2251,A,category_9,25,A',2022-01-09
2252,B,category_2,27,A',2020-11-09
2253,C,category_8,11,A',2020-07-04
2254,C,category_5,36,C',2020-05-20
2255,B,category_2,76,B',2020-12-26
2256,B,category_5,7,A',2023-06-16
2257,D,category_8,18,C',2023-03-08
2258,C,category_3,50,C',2023-12-25
2259,A,category_5,4,A',2022-12-24
2260,C,category_4,30,A',2022-02-26
2261,B,category_3,39,B',2022-10-13
2262,A,category_7,84,A',2022-11-11
2263,B,category_1,59,C',2022-02-17
2264,A,category_4,60,C',2021-06-11
2265,C,category_3,90,A',2022-01-07
2266,D,category_5,67,A',2020-12-02
2267,B,category_3,49,B',2020-12-02
2268,B,category_3,64,B',2023-06-08
2269,B,category_8,74,A',2021-08-18
2270,A,category_2,97,C',2022-11-13
2271,B,category_2,45,C',2022-10-04
2272,D,category_5,44,B',2020-12-20
2273,C,category_1,46,B',2022-01-13
2274,A,category_5,77,C',2021-08-09
2275,C,category_6,8,C',2023-10-13
2276,D,category_4,51,C',2020-09-24
2277,C,category_1,99,B',2020-12-06
2278,A,category_6,6,C',2020-08-24
2279,B,category_7,81,B',2022-01-15
2280,B,category_2,86,C',2021-05-03
2281,D,category_7,26,C',2023-03-05
2282,C,category_6,73,B',2021-01-18
2283,A,category_4,20,C',2022-02-06
2284,C,category_2,21,C',2022-04-24
2285,D,category_1,43,C',2022-04-23
2286,A,category_9,94,C',2021-03-24
2287,A,category_5,84,C',2020-11-12
2288,B,category_9,53,A',2023-08-17
2289,D,category_6,35,C',2023-04-20
2290,D,category_7,95,C',2021-07-20
2291,C,category_5,61,C',2022-06-05
2292,C,category_3,52,C',2021-01-14
2293,C,category_6,41,B',2022-08-19
2294,D,category_1,44,C',2020-06-25
2295,B,category_9,19,A',2021-10-16
2296,B,category_7,41,A',2023-07-25
2297,A,category_8,85,A',2023-02-18
2298,B,category_7,29,A',2020-05-02
2299,A,category_9,10,C',2022-11-01
2300,A,category_3,79,A',2022-05-15
2301,A,category_4,95,C',2023-03-05
2302,B,category_7,23,A',2022-06-12
2303,D,category_7,61,A',2021-06-11
2304,D,category_2,44,C',2020-02-25
2305,B,category_9,32,A',2020-06-16
2306,C,category_2,38,C',2021-05-03
2307,D,category_4,13,B',2023-07-26
2308,D,category_5,10,A',2022-08-21
2309,B,category_7,44,C',2020-04-17
2310,B,category_1,53,A',2021-06-23
2311,B,category_2,91,B',2020-02-25
2312,D,category_8,6,A',2021-12-04
2313,A,category_5,38,C',2022-03-06
2314,C,category_5,67,B',2020-12-07
2315,B,category_6,60,C',2020-06-13
2316,A,category_5,35,A',2020-07-13
2317,A,category_9,19,A',2022-09-15
2318,B,category_1,30,C',2022-09-26
2319,B,category_7,20,C',2023-11-25
2320,D,category_1,31,C',2020-09-24
2321,D,category_4,7,A',2021-02-06
2322,B,category_6,25,C',2023-02-03
2323,C,category_7,42,B',2021-09-18
2324,C,category_4,39,A',2020-12-19
2325,D,category_8,28,C',2022-06-06
2326,C,category_4,67,B',2020-07-09
2327,C,category_5,79,C',2021-07-07
2328,C,category_1,40,B',2022-01-05
2329,C,category_6,5,B',2023-12-15
2330,A,category_6,30,C',2022-08-20
2331,C,category_1,12,C',2021-04-16
2332,A,category_3,18,A',2023-12-11
2333,A,category_2,52,B',2020-12-07
2334,D,category_5,59,C',2022-10-14
2335,C,category_7,33,A',2021-08-26
2336,D,category_6,62,C',2023-09-20
2337,D,category_3,53,C',2020-07-09
2338,A,category_5,77,A',2021-07-23
2339,B,category_2,63,A',2022-05-09
2340,B,category_4,19,A',2023-11-09
2341,A,category_7,79,C',2023-02-03
2342,D,category_8,56,A',2022-07-11
2343,D,category_9,98,B',2020-04-25
2344,D,category_4,53,B',2021-11-01
2345,A,category_1,10,B',2021-05-19
2346,B,category_4,46,C',2023-01-25
2347,B,category_6,46,A',2021-08-01
2348,D,category_5,23,B',2023-10-20
2349,C,category_4,16,B',2022-05-10
2350,B,category_2,87,B',2020-11-10
2351,C,category_3,84,B',2020-12-22
2352,A,category_5,54,C',2021-12-20
2353,B,category_3,36,B',2020-08-12
2354,C,category_1,98,C',2022-01-22
2355,D,category_7,4,B',2020-01-26
2356,C,category_3,61,C',2020-12-06
2357,B,category_8,85,B',2022-02-07
2358,A,category_8,41,A',2021-11-21
2359,A,category_9,50,A',2021-08-12
2360,D,category_9,12,B',2023-05-19
2361,B,category_7,19,C',2022-12-12
2362,C,category_4,73,B',2023-07-15
2363,C,category_3,7,A',2021-01-03
2364,A,category_3,87,C',2023-11-20
2365,B,category_4,31,A',2020-11-01
2366,A,category_6,73,B',2021-06-05
2367,D,category_5,51,B',2021-03-09
2368,D,category_4,28,B',2022-12-07
2369,B,category_5,90,C',2023-09-16
2370,B,category_4,81,B',2021-01-11
2371,B,category_8,47,B',2022-08-16
2372,C,category_2,29,A',2021-09-23
2373,B,category_5,82,A',2023-08-17
2374,A,category_2,40,B',2023-07-01
2375,B,category_3,46,A',2021-05-08
2376,C,category_8,14,A',2020-07-03
2377,B,category_1,18,C',2023-10-16
2378,C,category_1,7,B',2021-09-22
2379,A,category_4,80,B',2021-05-15
2380,A,category_5,1,B',2023-02-21
2381,A,category_1,89,A',2020-08-06
2382,A,category_2,49,C',2023-04-11
2383,A,category_4,61,A',2023-10-13
2384,D,category_7,46,C',2021-06-08
2385,B,category_2,3,C',2023-01-24
2386,B,category_8,66,B',2022-07-09
2387,C,category_4,96,C',2021-11-16
2388,D,category_7,16,B',2021-06-11
2389,C,category_4,64,B',2023-02-07
2390,C,category_5,51,C',2020-08-10
2391,C,category_2,80,C',2020-04-22
2392,C,category_1,4,A',2022-10-22
2393,A,category_5,50,C',2021-12-20
2394,A,category_1,71,A',2023-07-02
2395,B,category_9,17,A',2021-03-11
2396,A,category_6,68,C',2020-11-23
2397,A,category_9,89,A',2020-08-09
2398,D,category_3,35,C',2021-02-21
2399,A,category_8,81,B',2021-12-12
2400,C,category_3,84,C',2020-10-16
2401,A,category_1,8,A',2022-07-26
2402,A,category_3,99,B',2021-05-09
2403,D,category_5,46,A',2023-02-01
2404,C,category_1,80,C',2023-11-24
2405,A,category_7,61,C',2023-08-03
2406,A,category_7,33,A',2021-07-23
2407,A,category_8,90,B',2023-07-23
2408,A,category_5,26,C',2020-11-05
2409,A,category_4,15,B',2023-08-22
2410,D,category_3,17,A',2022-11-05
2411,D,category_9,58,C',2023-01-10
2412,A,category_7,2,C',2020-12-16
2413,D,category_2,92,C',2023-01-14
2414,D,category_3,61,B',2023-10-26
2415,D,category_5,90,A',2021-09-07
2416,C,category_5,76,A',2020-07-20
2417,A,category_6,1,B',2023-09-16
2418,A,category_6,68,C',2020-03-26
2419,B,category_2,80,B',2020-04-19
2420,B,category_7,55,A',2022-12-06
2421,A,category_7,10,B',2023-08-25
2422,D,category_2,74,A',2023-05-27
2423,B,category_8,24,A',2023-01-27
2424,D,category_3,91,C',2020-08-01
2425,D,category_9,89,C',2023-10-21
2426,A,category_4,57,C',2021-06-21
2427,D,category_5,39,B',2023-09-04
2428,C,category_9,78,B',2020-01-24
2429,C,category_2,21,A',2023-06-12
2430,A,category_3,13,B',2020-11-11
2431,B,category_5,81,C',2020-04-05
2432,B,category_2,3,C',2021-05-25
2433,A,category_5,49,A',2020-05-27
2434,D,category_2,94,C',2021-11-24
2435,C,category_3,24,B',2022-01-26
2436,B,category_3,24,A',2020-05-21
2437,A,category_2,78,B',2023-03-21
2438,D,category_9,18,A',2021-06-07
2439,B,category_3,0,A',2020-11-01
2440,A,category_8,81,A',2020-06-06
2441,C,category_8,19,C',2023-04-23
2442,A,category_6,89,A',2023-04-27
2443,A,category_7,8,B',2023-06-24
2444,B,category_4,44,B',2021-05-06
2445,C,category_1,33,B',2023-12-11
2446,D,category_9,81,A',2020-08-09
2447,B,category_4,46,A',2020-02-03
2448,A,category_5,67,C',2022-05-06
2449,B,category_6,28,C',2023-09-08
2450,D,category_6,8,C',2023-09-05
2451,D,category_6,42,B',2021-07-06
2452,A,category_1,16,A',2023-02-21
2453,B,category_4,71,C',2022-04-12
2454,A,category_7,91,B',2020-09-08
2455,A,category_5,16,B',2021-09-19
2456,C,category_6,46,B',2021-10-06
2457,C,category_2,7,A',2020-12-22
2458,C,category_1,70,C',2021-08-19
2459,C,category_2,60,C',2022-09-03
2460,D,category_7,71,A',2023-02-25
2461,B,category_7,70,B',2020-11-27
2462,A,category_7,33,B',2023-09-09
2463,B,category_2,36,A',2021-12-01
2464,A,category_7,39,A',2020-06-21
2465,B,category_3,78,B',2021-06-04
2466,B,category_7,65,C',2021-08-17
2467,C,category_7,34,B',2022-09-14
2468,A,category_8,97,A',2022-06-15
2469,B,category_8,24,B',2021-01-19
2470,D,category_3,71,B',2022-12-20
2471,B,category_3,60,A',2021-11-15
2472,C,category_4,58,C',2020-09-12
2473,C,category_7,77,C',2023-10-14
2474,C,category_3,43,B',2021-04-24
2475,D,category_1,8,A',2022-09-22
2476,C,category_2,11,C',2021-10-02
2477,D,category_8,89,A',2022-08-01
2478,D,category_5,14,A',2023-03-13
2479,A,category_7,8,C',2020-04-05
2480,C,category_4,93,C',2021-10-27
2481,B,category_1,9,B',2023-09-26
2482,B,category_7,15,C',2022-06-14
2483,C,category_8,0,B',2020-08-01
2484,B,category_6,25,B',2021-07-12
2485,A,category_1,42,A',2021-08-23
2486,A,category_5,15,B',2023-01-17
2487,C,category_7,97,B',2020-12-24
2488,C,category_5,93,A',2021-04-15
2489,D,category_6,11,A',2022-09-06
2490,D,category_2,92,A',2023-05-01
2491,D,category_3,50,A',2022-04-02
2492,C,category_6,32,A',2020-09-20
2493,C,category_7,64,B',2022-04-27
2494,D,category_8,76,A',2023-12-19
2495,C,category_1,61,C',2022-01-04
2496,D,category_5,16,B',2020-07-27
2497,B,category_5,91,B',2023-06-06
2498,A,category_7,67,C',2020-11-22
2499,C,category_5,28,B',2023-07-09
2500,A,category_2,29,B',2023-12-05
2501,B,category_6,72,B',2021-07-13
2502,D,category_2,87,B',2022-09-14
2503,B,category_1,6,B',2021-09-08
2504,C,category_2,13,B',2022-07-27
2505,C,category_2,27,B',2023-08-14
2506,B,category_7,37,A',2023-04-24
2507,D,category_6,6,B',2023-06-22
2508,C,category_3,91,C',2021-12-19
2509,A,category_7,17,C',2023-05-17
2510,C,category_2,30,B',2023-09-16
2511,B,category_7,0,B',2021-08-21
2512,C,category_9,18,A',2021-10-01
2513,B,category_4,56,A',2021-10-14
2514,B,category_3,3,B',2020-02-17
2515,B,category_9,71,B',2023-03-26
2516,A,category_9,10,B',2020-11-02
2517,B,category_1,64,A',2020-03-07
2518,A,category_2,90,A',2022-08-09
2519,A,category_3,67,A',2021-04-04
2520,B,category_4,78,C',2023-02-16
2521,A,category_9,27,A',2020-01-23
2522,C,category_6,22,B',2020-05-03
2523,A,category_9,79,B',2020-01-08
2524,D,category_5,26,A',2021-08-15
2525,C,category_2,85,C',2020-07-11
2526,A,category_1,14,A',2023-02-21
2527,A,category_3,83,B',2023-11-08
2528,D,category_4,95,B',2022-01-24
2529,B,category_7,54,B',2023-03-24
2530,A,category_7,68,C',2020-03-19
2531,C,category_4,25,A',2021-04-12
2532,C,category_1,87,A',2022-01-25
2533,D,category_2,79,A',2023-08-04
2534,A,category_3,33,B',2023-06-04
2535,B,category_3,74,B',2020-04-03
2536,C,category_4,78,A',2023-03-11
2537,D,category_5,88,A',2021-03-10
2538,C,category_4,46,B',2021-04-05
2539,A,category_9,50,C',2022-10-09
2540,D,category_1,19,C',2021-08-13
2541,C,category_5,48,A',2021-02-17
2542,A,category_2,90,A',2022-04-11
2543,D,category_6,38,C',2023-08-05
2544,A,category_9,54,A',2020-03-05
2545,C,category_4,48,B',2023-06-12
2546,A,category_6,24,B',2022-11-06
2547,D,category_4,38,C',2021-08-14
2548,A,category_6,61,A',2022-03-13
2549,C,category_6,63,B',2020-05-21
2550,C,category_1,64,C',2020-04-16
2551,B,category_9,38,A',2022-03-20
2552,D,category_8,4,C',2023-07-18
2553,B,category_8,38,A',2023-06-06
2554,C,category_1,91,C',2023-10-09
2555,D,category_4,2,C',2020-07-06
2556,D,category_5,55,B',2021-08-13
2557,C,category_5,17,B',2021-04-17
2558,B,category_1,13,B',2022-04-17
2559,A,category_9,29,B',2023-08-22
2560,D,category_9,55,C',2022-05-19
2561,A,category_1,30,B',2020-06-15
2562,C,category_6,97,A',2021-10-24
2563,C,category_3,18,B',2023-03-08
2564,A,category_5,10,C',2021-02-20
2565,D,category_3,80,C',2023-10-18
2566,D,category_9,54,B',2020-08-05
2567,A,category_1,40,B',2022-09-27
2568,B,category_5,12,B',2022-11-15
2569,D,category_1,4,B',2023-06-14
2570,D,category_2,70,A',2021-03-05
2571,D,category_7,32,C',2023-10-07
2572,B,category_5,11,B',2023-06-27
2573,C,category_5,11,B',2020-10-24
2574,A,category_1,84,A',2023-01-01
2575,C,category_2,72,A',2022-12-09
2576,A,category_6,70,C',2022-10-11
2577,A,category_4,30,A',2022-10-06
2578,B,category_7,66,B',2022-02-23
2579,B,category_3,11,B',2023-07-10
2580,A,category_4,66,B',2020-06-03
2581,A,category_6,27,B',2020-11-06
2582,C,category_3,84,C',2020-09-17
2583,C,category_5,42,C',2020-08-02
2584,C,category_6,20,A',2022-03-14
2585,B,category_6,50,C',2023-12-17
2586,C,category_2,17,B',2023-12-13
2587,C,category_1,78,A',2021-07-21
2588,C,category_1,27,B',2022-01-19
2589,C,category_6,36,B',2022-05-03
2590,B,category_1,42,C',2021-10-02
2591,B,category_8,38,A',2020-03-25
2592,D,category_8,58,B',2021-07-04
2593,B,category_9,3,A',2021-01-08
2594,C,category_1,46,A',2022-05-06
2595,A,category_3,33,B',2023-02-17
2596,A,category_8,52,A',2022-02-24
2597,C,category_5,38,B',2020-02-24
2598,D,category_5,37,B',2020-12-26
2599,D,category_4,73,C',2021-06-27
2600,A,category_1,72,B',2022-12-09
2601,C,category_3,85,B',2021-06-19
2602,D,category_1,29,B',2020-06-07
2603,D,category_5,51,C',2022-02-17
2604,B,category_9,21,B',2020-01-18
2605,D,category_9,19,A',2023-03-27
2606,A,category_7,58,B',2021-12-06
2607,D,category_2,92,A',2023-08-01
2608,A,category_9,25,B',2020-05-26
2609,D,category_4,43,A',2022-01-16
2610,C,category_7,89,C',2023-03-25
2611,C,category_1,58,B',2023-11-12
2612,A,category_7,62,A',2023-08-24
2613,C,category_2,50,C',2021-02-14
2614,B,category_5,7,B',2022-04-26
2615,B,category_9,66,B',2022-09-21
2616,C,category_2,78,A',2023-09-18
2617,B,category_1,88,C',2022-03-13
2618,C,category_6,61,A',2022-01-02
2619,B,category_2,11,A',2022-11-17
2620,C,category_9,64,B',2023-10-01
2621,C,category_5,62,A',2021-07-02
2622,B,category_4,57,A',2020-11-27
2623,B,category_1,57,A',2023-06-25
2624,D,category_6,99,A',2020-07-26
2625,C,category_5,36,A',2022-12-20
2626,A,category_8,76,C',2023-12-07
2627,C,category_8,96,A',2022-09-04
2628,A,category_4,55,C',2021-03-14
2629,D,category_3,39,A',2023-05-12
2630,A,category_4,95,C',2020-10-01
2631,D,category_3,24,C',2023-05-04
2632,C,category_8,73,B',2020-09-15
2633,D,category_2,48,B',2023-03-05
2634,B,category_4,25,A',2020-11-07
2635,C,category_2,95,C',2020-07-23
2636,C,category_2,53,B',2023-11-09
2637,D,category_5,35,C',2022-07-25
2638,A,category_9,83,C',2021-05-20
2639,A,category_8,91,C',2022-12-16
2640,C,category_9,77,A',2020-09-11
2641,D,category_5,29,A',2023-03-04
2642,C,category_9,40,C',2023-06-03
2643,B,category_6,61,A',2022-12-20
2644,B,category_5,36,C',2022-02-22
2645,D,category_3,33,B',2021-05-16
2646,A,category_9,15,B',2022-07-23
2647,A,category_9,33,B',2020-09-03
2648,D,category_1,37,A',2022-08-06
2649,B,category_8,12,B',2023-01-12
2650,B,category_9,52,B',2020-07-14
2651,A,category_5,31,C',2020-07-07
2652,D,category_4,70,C',2022-12-24
2653,A,category_8,44,A',2023-12-09
2654,A,category_5,54,C',2021-08-18
2655,D,category_7,22,A',2021-02-06
2656,B,category_6,71,A',2020-11-26
2657,B,category_9,35,C',2023-03-03
2658,A,category_1,16,C',2023-07-17
2659,B,category_4,85,B',2021-05-10
2660,D,category_3,34,C',2020-08-10
2661,B,category_3,95,B',2023-08-04
2662,A,category_7,92,B',2021-09-26
2663,B,category_1,34,B',2021-06-08
2664,C,category_8,65,A',2020-11-27
2665,A,category_5,34,A',2023-03-02
2666,D,category_9,1,C',2021-07-07
2667,C,category_1,40,C',2021-08-07
2668,D,category_9,30,C',2021-02-27
2669,B,category_9,45,C',2023-03-06
2670,A,category_6,29,A',2020-05-09
2671,A,category_6,2,A',2022-06-26
2672,C,category_2,65,C',2022-01-07
2673,D,category_2,95,C',2020-12-08
2674,B,category_4,3,A',2020-02-06
2675,C,category_5,70,C',2022-10-25
2676,A,category_1,95,B',2020-03-15
2677,C,category_4,35,C',2020-12-17
2678,D,category_6,26,A',2023-10-21
2679,C,category_1,14,C',2021-06-08
2680,A,category_7,41,C',2020-04-04
2681,C,category_8,90,A',2020-07-14
2682,D,category_5,71,B',2022-04-15
2683,A,category_8,57,B',2023-01-08
2684,D,category_3,27,A',2022-06-20
2685,A,category_1,47,C',2020-09-02
2686,B,category_5,22,B',2021-10-25
2687,A,category_6,29,B',2020-05-02
2688,C,category_6,41,C',2022-05-01
2689,A,category_4,21,A',2023-07-09
2690,B,category_2,63,A',2021-05-09
2691,D,category_4,74,A',2023-02-21
2692,A,category_2,48,A',2022-04-05
2693,B,category_8,89,A',2020-03-01
2694,C,category_6,54,B',2020-01-26
2695,B,category_5,52,C',2020-09-17
2696,B,category_9,2,B',2023-12-14
2697,A,category_9,31,A',2020-08-20
2698,A,category_4,76,A',2022-06-12
2699,B,category_8,50,A',2021-04-25
2700,C,category_2,10,B',2023-04-24
2701,D,category_2,39,B',2022-09-18
2702,C,category_9,85,A',2021-01-19
2703,D,category_1,79,B',2021-03-04
2704,A,category_5,27,B',2021-01-01
2705,B,category_8,11,A',2023-08-21
2706,A,category_3,5,C',2022-03-03
2707,C,category_4,84,B',2021-12-13
2708,B,category_9,77,A',2020-03-05
2709,A,category_3,8,B',2022-04-17
2710,B,category_4,71,B',2023-02-08
2711,B,category_4,23,C',2021-08-17
2712,D,category_4,14,A',2021-12-05
2713,A,category_7,29,C',2022-04-11
2714,D,category_4,0,A',2023-11-12
2715,B,category_1,68,C',2022-07-16
2716,D,category_6,57,A',2022-05-08
2717,B,category_3,11,A',2022-05-12
2718,B,category_8,83,C',2022-12-20
2719,B,category_1,47,C',2020-05-21
2720,B,category_5,97,A',2022-04-03
2721,A,category_9,71,B',2023-05-25
2722,A,category_5,46,B',2020-09-22
2723,D,category_6,99,C',2020-01-02
2724,C,category_6,73,A',2022-01-10
2725,B,category_7,87,C',2023-12-01
2726,A,category_5,93,B',2023-02-08
2727,A,category_5,69,C',2022-02-26
2728,A,category_4,51,A',2021-08-18
2729,C,category_9,42,A',2022-03-18
2730,A,category_2,28,C',2020-11-10
2731,A,category_7,0,B',2020-12-06
2732,A,category_6,7,B',2021-07-22
2733,B,category_5,40,A',2020-11-15
2734,D,category_9,92,B',2021-01-16
2735,A,category_3,15,A',2022-04-23
2736,A,category_1,46,C',2023-03-21
2737,A,category_8,17,B',2021-04-20
2738,B,category_1,75,C',2022-07-13
2739,A,category_7,68,A',2022-06-04
2740,B,category_8,5,B',2021-05-12
2741,B,category_3,69,B',2021-10-24
2742,C,category_5,94,C',2020-10-10
2743,A,category_4,19,A',2022-08-14
2744,D,category_1,74,C',2021-07-27
2745,B,category_8,32,B',2022-11-23
2746,D,category_9,17,C',2023-04-19
2747,A,category_5,43,A',2020-01-14
2748,C,category_1,55,C',2020-05-02
2749,A,category_1,88,C',2023-11-27
2750,A,category_8,79,C',2023-03-11
2751,C,category_2,16,A',2023-08-01
2752,C,category_2,70,A',2022-02-04
2753,B,category_7,76,B',2020-02-11
2754,A,category_2,5,C',2022-04-06
2755,C,category_8,68,A',2022-09-21
2756,D,category_3,78,B',2021-04-11
2757,C,category_1,72,C',2023-10-14
2758,D,category_5,2,B',2023-03-17
2759,D,category_2,93,C',2021-11-19
2760,D,category_8,74,C',2023-10-14
2761,D,category_9,40,A',2022-02-18
2762,B,category_6,91,A',2020-10-22
2763,A,category_9,32,A',2021-12-19
2764,A,category_4,88,A',2022-08-04
2765,A,category_4,38,B',2022-05-10
2766,C,category_9,46,A',2020-01-26
2767,D,category_3,50,C',2020-09-07
2768,B,category_6,98,A',2023-12-18
2769,C,category_8,72,A',2020-12-07
2770,D,category_5,11,C',2020-12-24
2771,D,category_6,57,A',2020-09-27
2772,B,category_7,67,A',2021-02-20
2773,C,category_1,55,A',2021-08-25
2774,A,category_5,7,A',2022-05-08
2775,B,category_5,93,B',2021-03-04
2776,B,category_7,76,B',2023-03-18
2777,A,category_2,44,A',2023-10-19
2778,A,category_8,80,C',2022-07-06
2779,C,category_3,21,C',2023-09-07
2780,D,category_1,80,C',2023-02-24
2781,D,category_8,35,A',2022-08-17
2782,D,category_6,97,C',2022-05-18
2783,D,category_6,1,B',2023-05-14
2784,D,category_9,78,C',2023-07-21
2785,D,category_1,34,A',2020-07-09
2786,B,category_7,8,B',2021-01-13
2787,C,category_7,81,A',2020-10-02
2788,C,category_5,70,B',2020-03-07
2789,D,category_3,10,A',2023-05-16
2790,C,category_7,88,C',2020-07-22
2791,B,category_6,61,A',2021-05-17
2792,A,category_4,11,B',2020-01-15
2793,D,category_3,7,B',2023-09-11
2794,A,category_5,68,A',2021-02-12
2795,D,category_9,69,C',2023-10-08
2796,A,category_9,50,B',2023-06-05
2797,A,category_7,47,B',2022-10-04
2798,A,category_4,27,B',2022-12-12
2799,B,category_1,68,C',2021-01-09
2800,A,category_8,70,A',2023-07-26
2801,D,category_4,29,C',2022-06-22
2802,D,category_7,73,B',2021-01-19
2803,D,category_6,91,A',2020-01-12
2804,B,category_1,16,A',2021-03-13
2805,D,category_2,73,A',2020-09-12
2806,B,category_4,97,C',2021-09-03
2807,C,category_7,62,B',2020-02-21
2808,D,category_6,97,A',2023-04-16
2809,D,category_3,96,C',2023-05-19
2810,A,category_4,27,A',2020-08-16
2811,C,category_3,91,B',2020-06-16
2812,C,category_7,40,C',2021-01-17
2813,D,category_2,61,C',2022-04-13
2814,B,category_4,80,A',2023-02-06
2815,A,category_1,68,C',2022-02-19
2816,D,category_7,71,B',2023-10-19
2817,C,category_1,99,C',2020-12-08
2818,D,category_7,73,B',2021-05-07
2819,B,category_1,94,B',2021-12-27
2820,D,category_1,65,C',2021-01-24
2821,A,category_8,35,A',2023-12-14
2822,D,category_2,16,A',2021-09-04
2823,C,category_4,86,B',2022-01-21
2824,D,category_3,75,C',2023-02-01
2825,D,category_7,93,B',2021-09-07
2826,B,category_6,35,C',2021-08-19
2827,B,category_8,65,C',2020-03-20
2828,C,category_5,82,C',2023-04-26
2829,C,category_1,92,B',2022-10-24
2830,D,category_9,88,A',2020-06-07
2831,A,category_5,37,C',2022-09-26
2832,C,category_1,85,C',2022-09-06
2833,C,category_4,17,C',2021-05-10
2834,C,category_2,1,C',2023-06-21
2835,B,category_8,85,B',2021-03-23
2836,A,category_8,49,C',2020-11-12
2837,B,category_2,72,B',2022-03-19
2838,A,category_6,52,C',2020-01-09
2839,B,category_9,49,B',2023-04-19
2840,A,category_6,65,A',2020-09-14
2841,A,category_9,54,B',2020-01-05
2842,C,category_6,62,C',2020-08-24
